gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.75,1109.09,Yes
Female,0,No,No,63,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.44,3531.09,Yes
Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.53,1510.04,Yes
Male,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.78,1413.47,Yes
Female,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.48,1373.64,No
Male,0,Yes,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,98.49,1843.46,No
Female,1,No,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.18,3143.27,Yes
Male,1,No,No,68,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.96,3932.36,No
Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,88.1,1068.75,No
Female,0,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.14,1031.89,No
Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,90.12,2939.16,No
Female,0,Yes,No,63,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),60.66,3875.0,No
Male,1,No,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.64,1015.42,No
Female,0,Yes,No,54,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.49,4965.92,Yes
Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,96.35,2619.26,Yes
Male,1,Yes,No,25,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),66.01,1583.6,No
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.71,670.43,Yes
Male,1,No,No,60,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,64.25,3868.97,No
Male,0,Yes,No,54,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,53.12,2954.64,Yes
Male,0,Yes,No,5,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),68.82,312.58,No
Female,0,No,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,92.56,3320.85,No
Female,0,No,No,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.01,3737.66,No
Male,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),45.63,1640.57,No
Male,0,Yes,No,69,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,63.79,4382.42,No
Female,0,No,Yes,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.42,716.32,No
Male,0,No,No,70,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,91.79,6373.74,No
Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.21,252.97,No
Female,0,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,101.65,6564.77,Yes
Male,0,Yes,No,40,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),59.77,2283.98,No
Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,81.12,3037.66,No
Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.8,6029.62,No
Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),86.17,2673.38,Yes
Male,0,No,Yes,47,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),61.42,2906.5,No
Male,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.61,721.61,No
Female,0,No,No,51,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.38,3913.09,No
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.99,753.43,Yes
Female,1,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,87.11,1184.97,No
Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.92,1436.49,No
Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),64.64,2826.88,No
Female,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),49.77,1282.03,No
Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.99,286.59,Yes
Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,83.63,767.19,Yes
Male,0,No,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.41,1679.39,No
Male,0,No,Yes,49,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.8,3388.28,Yes
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,85.34,4891.8,No
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.65,18.0,Yes
Female,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.75,1376.79,No
Male,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.3,2154.11,Yes
Male,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.37,6645.8,No
Male,0,No,Yes,37,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),91.23,3367.13,No
Male,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),60.23,1394.6,No
Female,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.37,1022.04,No
Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.24,3473.26,No
Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.07,4155.11,No
Male,1,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.4,878.65,No
Male,0,No,Yes,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,57.58,2271.05,No
Male,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.35,1194.98,No
Female,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),72.72,232.71,Yes
Female,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,1118.23,No
Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,78.19,2990.29,No
Female,0,No,Yes,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,59.57,248.83,No
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,84.58,485.68,No
Male,0,Yes,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.91,1145.83,Yes
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),87.63,6093.52,No
Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.84,818.25,Yes
Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.77,5919.95,Yes
Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,98.44,2697.24,No
Female,0,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,87.96,4749.78,No
Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.59,1037.79,Yes
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.05,646.36,No
Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.68,494.66,No
Male,1,No,No,52,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),58.23,3097.34,No
Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.09,654.63,Yes
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),90.11,703.25,Yes
Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.52,4451.09,Yes
Male,1,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),85.38,1639.56,Yes
Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.66,1667.59,Yes
Female,0,Yes,No,65,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),53.13,3473.96,No
Male,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,58.94,1700.74,No
Male,0,No,Yes,14,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,63.45,866.7,No
Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,86.12,1487.76,No
Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,75.71,977.96,Yes
Male,0,No,Yes,63,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),52.48,3238.11,No
Male,0,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.34,2912.18,No
Female,0,Yes,No,29,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.95,1655.81,No
Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.12,1059.3,No
Female,0,No,Yes,46,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.95,3641.39,Yes
Female,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.82,633.31,No
Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,86.31,1235.61,No
Female,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.58,202.97,No
Female,0,No,No,53,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),80.82,4364.98,No
Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),74.89,2229.63,No
Male,1,No,No,60,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,74.36,4517.08,No
Female,0,Yes,No,28,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,48.57,1364.81,No
Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,75.71,2028.19,No
Male,0,No,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.31,295.48,No
Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.77,945.09,No
Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.28,764.99,Yes
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,393.73,No
Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.87,2024.72,No
Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),92.28,2940.07,No
Male,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.67,1220.74,No
Female,0,No,No,48,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,54.56,2640.27,No
Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),61.38,4452.43,No
Female,0,No,Yes,65,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,51.69,3374.46,No
Male,1,Yes,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.68,2653.55,No
Female,1,Yes,No,50,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.51,2871.5,No
Male,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,68.07,282.23,No
Male,0,No,No,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),50.98,1801.62,No
Male,0,Yes,No,28,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.91,1835.38,No
Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.0,303.47,Yes
Female,0,No,Yes,6,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.11,388.51,No
Female,0,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.94,4218.7,No
Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.46,1708.37,Yes
Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,62.25,439.11,Yes
Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.35,2123.89,No
Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.33,1623.22,Yes
Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),100.0,611.93,Yes
Male,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,76.5,1766.92,Yes
Female,1,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.87,702.54,No
Male,0,No,Yes,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.28,4462.37,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),81.74,4243.96,No
Male,1,No,No,45,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.62,4066.08,No
Male,1,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.6,5409.26,No
Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.34,2633.15,No
Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.83,2208.0,No
Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.8,1105.55,Yes
Female,0,Yes,Yes,35,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,59.71,2047.69,Yes
Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.89,1785.7,No
Male,0,Yes,No,25,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.54,1515.8,Yes
Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.22,3886.88,Yes
Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.24,991.26,No
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,88.83,393.66,No
Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,61.73,4099.58,No
Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.43,1367.13,Yes
Female,0,No,No,65,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.35,3877.47,Yes
Female,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),75.38,3956.66,No
Male,0,Yes,No,57,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,68.78,3987.95,No
Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.61,683.28,No
Male,1,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.57,430.08,Yes
Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),98.37,2086.64,Yes
Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.24,1001.75,No
Male,0,Yes,No,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.01,3331.29,Yes
Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.89,971.5,No
Male,0,No,No,38,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),72.82,2784.87,Yes
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,74.98,5218.25,No
Female,0,No,Yes,38,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,70.1,2645.11,No
Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.9,1284.4,No
Male,1,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,98.17,5841.82,No
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.16,4350.43,No
Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.02,168.11,No
Male,1,Yes,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,98.12,5196.7,No
Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.08,3042.16,No
Male,0,Yes,Yes,28,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,52.98,1507.63,No
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.03,31.08,Yes
Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.36,808.33,No
Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.74,1445.93,No
Male,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),68.17,2772.19,No
